Company_ID_Number,Company_City,"City_Zip
",Job_Title,Job_Link,Job_Type,Company_Rating,Job_Degree,Company_Name,Company_Industry,Job_Salary,Job_Skills,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s14,s15
Job533,San Francisco,46077,Research AI Scientist,https://www.indeed.com/rc/clk?jk=f5bdeb380e282724&fccid=ac8d156b339793e6&vjs=3,artificial_intelligence,4.2,Bachelors Degree,Eli Lilly,Pharmaceuticals,100000-119999,Data Mining,Machine Learning,Google Cloud Platform,R,C/C++,SQL,.Net,S3,NoSQL,Python,,,,
Job534,Columbus,10001,Principal AI Scientist,https://www.indeed.com/rc/clk?jk=92ee72de496b60fd&fccid=7077d7e88049c02a&vjs=3,artificial_intelligence,3.8,PHD/Doctorate Degree,Aetna,Insurance,100000-119999,Hive,Machine Learning,Data Management,Hadoop,R,Python,,,,,,,,
Job535,Trenton,19019,AI Scientist,https://www.indeed.com/rc/clk?jk=97c43ac6d0f45d18&fccid=f8c85b296194776f&vjs=3,artificial_intelligence,3.7,Associates Degree,Ally Financial,Banks and Financial Services,100000-119999,Microsoft SQL Server,Machine Learning,Statisical Analysis,AI,Data Mining,SAS,Oracle,Teradata,,,,,,
Job536,Annapolis,20001,AI Scientist,https://www.indeed.com/rc/clk?jk=7b5c6743aa03abdc&fccid=79418d497db53e12&vjs=3,artificial_intelligence,4.1,Associates Degree,Advantage SCI,Aerospace and Defense,100000-119999,Pig,Hive,Machine Learning,Microsoft Powerpoint,R,SAS,SQL,Microsoft Office,Predictive Analytics,Spark,Visio,MATLAB,Python,
Job537,Little Rock,63101,Sr. AI Scientist,https://www.indeed.com/rc/clk?jk=d7e8b1111bf6c629&fccid=281a27deb89bbe92&vjs=3,artificial_intelligence,3.3,Bachelors Degree,Express Scripts,Health Care,100000-119999,Linux,Microsoft SQL Server,Machine Learning,R,SQL,T-SQL,PL/SQL,C#,OOP,Data Mining,Hadoop,Visual Basic,Oracle,SAS
Job539,New York City,21401,AI Scientist,https://www.indeed.com/rc/clk?jk=50d12aeb8914bf43&fccid=b8acc26118799f48&vjs=3,artificial_intelligence,4.1,PHD/Doctorate Degree,Johns Hopkins,Software Development,100000-119999,Machine Learning,Hadoop,Spark,Software Development,,,,,,,,,,
Job540,Philadelphia,23173,AI Scientist,https://www.indeed.com/rc/clk?jk=6d8d3c38b3783c7f&fccid=2435f832a19c38d4&vjs=3,artificial_intelligence,4.1,Associates Degree,Society for Human Resource Management,Software Development,100000-119999,Machine Learning,Power BI,R,SQL,Natural Language Processing,Data Mining,Microsoft Office,Tableau,MongoDB,QlikView,Python,,,
Job541,Madison,21401,AI Scientist,https://www.indeed.com/rc/clk?jk=52122664e074bba6&fccid=b8acc26118799f48&vjs=3,artificial_intelligence,4.1,Masters Degree,Johns Hopkins,Software Development,100000-119999,Machine Learning,Hadoop,Natural Language Processing,Spark,Software Development,,,,,,,,,
Job542,San Francisco,94115,AI Scientist 4,https://www.indeed.com/rc/clk?jk=704466f665679681&fccid=11619ce0d3c2c733&vjs=3,artificial_intelligence,4,Bachelors Degree,Northrop Grumman,Aerospace and Defense,100000-119999,JavaScript,Microsoft SQL Server,Data Management,R,SDLC,Oracle,SQL,HTML5,Tableau,CSS,Web Development,,,
Job545,Charleston,80014,SR AI SCIENTIST,https://www.indeed.com/rc/clk?jk=6ecf8c2dea41bbde&fccid=9bdf8e3a2f3d19e4&vjs=3,artificial_intelligence,3.5,Bachelors Degree,CenturyLink,Telecommunications,100000-119999,Data Mining,Machine Learning,R,Scala,Perl,CI/CD,C/C++,Java,Data Analysis,Python,,,,
Job546,Philadelphia,85001,AI Scientist,https://www.indeed.com/rc/clk?jk=7132364422b33e28&fccid=659d7ed1b53f4cd4&vjs=3,artificial_intelligence,3.9,Bachelors Degree,Northern Trust Corp.,Banks and Financial Services,100000-119999,TensorFlow,Linux,AI,Hive,Machine Learning,Hadoop,R,Perl,Azure,C/C++,Tableau,Splunk,Java,Shell Scripting
Job547,San Francisco,02101,AI Scientist,https://www.indeed.com/rc/clk?jk=9a7834f3894b2751&fccid=9536dde6bb34eec9&vjs=3,artificial_intelligence,3.2,Associates Degree,Hitachi Vantara,Internet and Software,100000-119999,TensorFlow,Linux,Hive,Machine Learning,Power BI,R,Google Cloud Platform,Solr,Sentiment Analytics,SQL,Big Data,Natural Language Processing,AI,Hadoop
Job549,Seattle,73301,AI Scientist - Machine Learning Expert,https://www.indeed.com/rc/clk?jk=a9e4fcfd558a3236&fccid=e3e300fc88f0e813&vjs=3,artificial_intelligence,3.8,PHD/Doctorate Degree,EXL,Consulting and Business Services,100000-119999,Hive,Data Mining,Spark,Machine Learning,Python,,,,,,,,,
Job550,Philadelphia,80014,LEAD AI SCIENTIST,https://www.indeed.com/rc/clk?jk=8c46d3f55066a8ae&fccid=9bdf8e3a2f3d19e4&vjs=3,artificial_intelligence,3.5,Masters Degree,CenturyLink,Telecommunications,100000-119999,Data Mining,Ruby,Machine Learning,R,Scala,C/C++,.Net,Java,C#,MATLAB,OOP,Python,,
Job551,San Francisco,53558,AI Scientist,https://www.indeed.com/rc/clk?jk=72c573b9500f3e49&fccid=e5c4515812210aed&vjs=3,artificial_intelligence,3.8,PHD/Doctorate Degree,American Family Insurance,Insurance,100000-119999,TensorFlow,Machine Learning,SAS,SQL,Spark,,,,,,,,,
Job552,Orlando,43004,AI Scientist - Text Analytics,https://www.indeed.com/rc/clk?jk=cb67e9605e26203b&fccid=35685a87fca04108&vjs=3,artificial_intelligence,3.6,Bachelors Degree,Huntington Bank,Software Development,100000-119999,TensorFlow,JavaScript,Microsoft SQL Server,Data Mining,Machine Learning,Hadoop,R,Perl,Oracle,SAS,Sentiment Analytics,C/C++,SQL,HTML5
Job553,Indianapolis,97035,AI Scientist - Deep Learning,https://www.indeed.com/rc/clk?jk=6a407c898074d409&fccid=10b1f58e33d8d2a8&vjs=3,artificial_intelligence,3.6,Masters Degree,Cambia Health,Health Care,100000-119999,TensorFlow,Pig,Hive,Machine Learning,Azure,C/C++,SQL,Natural Language Processing,Hadoop,Scala,Image Processing,Java,Lucene,Cassandra
Job554,Annapolis,94115,Principal AI Scientist,https://www.indeed.com/rc/clk?jk=0f13bdef95ad3ac7&fccid=1f295927bec6a974&vjs=3,artificial_intelligence,3.6,PHD/Doctorate Degree,Alion Science and Technology,Internet and Software,100000-119999,Data Mining,Machine Learning,Statisical Analysis,,,,,,,,,,,
Job555,Tampa Bay,94115,Principal AI Scientist,https://www.indeed.com/rc/clk?jk=9d5bbd6109a09073&fccid=1f295927bec6a974&vjs=3,artificial_intelligence,3.6,Associates Degree,Alion Science and Technology,Internet and Software,100000-119999,Data Mining,Machine Learning,Statisical Analysis,,,,,,,,,,,
Job556,Las Vegas,19019,AI Scientist - (R&D),https://www.indeed.com/rc/clk?jk=4dab5ae81074dcad&fccid=05de1bb29b7bb370&vjs=3,artificial_intelligence,3.2,PHD/Doctorate Degree,Highmark Health,Health Care,100000-119999,Statistical Software,AI,Machine Learning,R,SAS,Natural Language Processing,SPSS,Business Analysis,Python,,,,,
Job557,Dallas,60657,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=c6b046e569df3ffc&fccid=06c2388fc3e54c23&vjs=3,artificial_intelligence,3.5,PHD/Doctorate Degree,NORC at the University of Chicago,Organization,100000-119999,Linux,Natural Language Processing,Survey Design,Data Mining,Machine Learning,Python,,,,,,,,
Job558,New York City,20001,AI Scientist - Client Services,https://www.indeed.com/rc/clk?jk=085c651c9a9cca49&fccid=d02505eaf30f1ca5&vjs=3,artificial_intelligence,5,Associates Degree,Morning Consult,Software Development,100000-119999,Statistical Software,Survey Design,Qualtrics,R,Python,AWS,,,,,,,,
Job560,San Francisco,94115,AI Scientist (eCommerce),https://www.indeed.com/rc/clk?jk=d1e2173361d28dbc&fccid=617d7f961cfcf54a&vjs=3,artificial_intelligence,3.9,Masters Degree,Electronic Arts,Internet and Software,100000-119999,Data Mining,Machine Learning,Scala,R,SQL,Tableau,Java,Spark,NoSQL,Python,,,,
Job562,St. Louis,48127,AI Scientist - Experienced,https://www.indeed.com/rc/clk?jk=e43b899218e25097&fccid=aba7dc3b3bb596d2&vjs=3,artificial_intelligence,3.7,PHD/Doctorate Degree,Auto-Owners Insurance,Insurance,100000-119999,Data Mining,Machine Learning,R,SQL,Spark,Data Warehouse,Python,,,,,,,
Job564,Madison,98101,Principal AI Scientist,https://www.indeed.com/rc/clk?jk=4179ce70b7879fc3&fccid=642127b94898142b&vjs=3,artificial_intelligence,4,Masters Degree,SpaceCurve,Software Development,100000-119999,Linux,SAS,Service-Oriented Architecture,SQL,Data Analysis,NoSQL,MATLAB,Python,,,,,,
Job565,Columbus,32808,Fleet Planning AI Scientist,https://www.indeed.com/rc/clk?jk=df19f5fda47d6004&fccid=8c10964112cb0cc0&vjs=3,artificial_intelligence,3.4,Associates Degree,Hertz,Auto,100000-119999,AI,Hive,Microsoft SQL Server,Hadoop,R,Oracle,SAS,SQL,Tableau,Teradata,Big Data,Build Automation,Python,
Job566,Columbus,37011,AI Scientist - Health Outcomes,https://www.indeed.com/rc/clk?jk=23cf3d710abe8573&fccid=01f34a9f3f60e960&vjs=3,artificial_intelligence,3.3,Bachelors Degree,Ascension Healthcare,Health Care,100000-119999,Hive,Data Warehouse,Hadoop,SAS,Python,SQL,Tableau,,,,,,,
Job567,Trenton,32808,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=c99ca53b8f8d355c&fccid=27a2140ddcca6697&vjs=3,artificial_intelligence,3.4,Associates Degree,ADT Security Services,Software Development,100000-119999,Microsoft SQL Server,Data Mining,Microsoft Powerpoint,Power BI,Oracle,Sentiment Analytics,SQL,Excel,Tableau,,,,,
Job568,San Francisco,43004,Business Insights AI Scientist,https://www.indeed.com/rc/clk?jk=3c86ac43834af0d8&fccid=4d8a9296d6a65aaa&vjs=3,artificial_intelligence,3.3,Bachelors Degree,Welltower,Software Development,100000-119999,AI,Data Mining,Machine Learning,R,Tableau,Alteryx,MATLAB,Python,,,,,,
Job569,Trenton,60657,AI Scientist,https://www.indeed.com/rc/clk?jk=243420e131065f22&fccid=90522bc4da128705&vjs=3,artificial_intelligence,3.7,Associates Degree,Alliant Credit Union,Banks and Financial Services,100000-119999,Machine Learning,Project Management,R,SAP,SAS,SQL,Tableau,Python,,,,,,
Job570,Hartford,37011,Sr. AI Scientist,https://www.indeed.com/rc/clk?jk=d3a19f5ad15db397&fccid=ef9c3b428c4b9b4e&vjs=3,artificial_intelligence,3.3,Masters Degree,ServiceMaster,Consumer Goods and Services,100000-119999,SPSS,Hadoop,R,MATLAB,SAS,Python,SQL,Tableau,,,,,,
Job571,Annapolis,32808,Analytic Insights - AI Scientist Sr Associate,https://www.indeed.com/rc/clk?jk=4a842e6e0003c4d3&fccid=5e964c4afc56b180&vjs=3,artificial_intelligence,4,PHD/Doctorate Degree,PwC,Insurance,100000-119999,Statistical Software,AI,Machine Learning,R,SAS,Python,SQL,,,,,,,
Job572,Detroit,20001,AI Scientist,https://www.indeed.com/rc/clk?jk=ef0e99db8eb52506&fccid=f19a0ec392b9790f&vjs=3,artificial_intelligence,4.3,Masters Degree,Cormac Corporation,Software Development,100000-119999,Data Mining,Machine Learning,Hadoop,R,SAS,C/C++,SQL,Tableau,Java,Python,,,,
Job573,Annapolis,29401,AI Scientist - Epidemiology,https://www.indeed.com/rc/clk?jk=1c91e4bdc465270d&fccid=068cc3667458485a&vjs=3,artificial_intelligence,4,Associates Degree,SAS Institute,Internet and Software,100000-119999,Statistical Software,Machine Learning,Network,SAS,Statisical Analysis,,,,,,,,,
Job574,San Francisco,94115,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=87bca549e5f0a0aa&fccid=57e4f1a84f2d849b&vjs=3,artificial_intelligence,3.6,Bachelors Degree,Dexcom,Health Care,100000-119999,Hive,Machine Learning,R,Google Cloud Platform,Scala,Sentiment Analytics,SQL,Java,Spark,Git,Python,,,
Job575,Topeka,75001,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=0347d5380e7bf844&fccid=05fac7ab69452ba3&vjs=3,artificial_intelligence,3.7,Associates Degree,Sabre,Internet and Software,100000-119999,TensorFlow,AI,Hive,Machine Learning,Hadoop,R,Scala,Kafka,SAS,SQL,HBase,Tableau,Java,Spark
Job576,Chicago,60657,Sr AI Scientist,https://www.indeed.com/rc/clk?jk=eeb26f42020858df&fccid=c5c99ec01e2125aa&vjs=3,artificial_intelligence,4,PHD/Doctorate Degree,GE Careers,Industrial Manufacturing,100000-119999,Machine Learning,SDLC,R,Eclipse,SAS,SQL,Predictive Analytics,Spark,SaaS,SPSS,Unit Testing,Python,,
Job577,Boise,80014,AI Scientist for Energy Systems,https://www.indeed.com/rc/clk?jk=ac06f83d8f41537a&fccid=b4ae64835618776c&vjs=3,artificial_intelligence,3.7,Associates Degree,National Renewable Energy Laboratory,Government,100000-119999,TensorFlow,Linux,Machine Learning,Kafka,R,SQL,Big Data,Data Warehouse,Design Experience,OOP,Python,,,
Job578,San Francisco,23173,AI Scientist,https://www.indeed.com/rc/clk?jk=dba1a06a9c90b45b&fccid=8765a4045377753a&vjs=3,artificial_intelligence,3.7,PHD/Doctorate Degree,Leidos,Aerospace and Defense,100000-119999,Statistical Software,TS/SCI Clearance,Machine Learning,GIS,,,,,,,,,,
Job580,Denver,22434,Cloud AI SCIENTIST - Big AI Platform Team,https://www.indeed.com/rc/clk?jk=4a5b2782def18bfd&fccid=cd22d01053af7669&vjs=3,artificial_intelligence,3.9,Masters Degree,Oracle,Internet and Software,100000-119999,Linux,Machine Learning,Perl,R,C/C++,SQL,Big Data,C#,Software Development,MATLAB,Data Mining,Hadoop,Scala,Weka
Job581,Annapolis,55111,Sr. AI Scientist,https://www.indeed.com/rc/clk?jk=b7f2b85a93cfb4c4&fccid=2e3453ae2db0c66d&vjs=3,artificial_intelligence,3.8,Associates Degree,Ingersoll Rand,Industrial Manufacturing,100000-119999,Data Mining,Machine Learning,R,Azure,SQL,Tableau,Alteryx,Data Science,Python,,,,,
Job582,Charleston,20001,AI Scientist,https://www.indeed.com/rc/clk?jk=3e75a3c4111a4155&fccid=9e215d88a6b33622&vjs=3,artificial_intelligence,4,Bachelors Degree,Deloitte,Consulting and Business Services,100000-119999,Pig,Hive,Data Mining,Machine Learning,Hadoop,R,SAS,SQL,Tableau,Troubleshooting,Python,,,
Job583,Salt Lake City,23173,AI Scientist,https://www.indeed.com/rc/clk?jk=93fe4ee43a4fcd9b&fccid=6945a49c8dcc096e&vjs=3,artificial_intelligence,3.8,Bachelors Degree,Axiologic Solutions,Software Development,100000-119999,TS/SCI Clearance,Confluence,Jira,AWS,,,,,,,,,,
Job585,San Francisco,94115,Sr. AI Scientist,https://www.indeed.com/rc/clk?jk=7322458b04ec75ca&fccid=b7b2b0ecc148eab5&vjs=3,artificial_intelligence,4,Associates Degree,Celgene,Pharmaceuticals,100000-119999,Linux,Time Management,Data Management,R,Perl,C/C++,Cloud Computing,Java,Python,AWS,,,,
Job586,San Francisco,75001,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=32e294233dfef88a&fccid=f7029f63fe5c906e&vjs=3,artificial_intelligence,3.9,Bachelors Degree,Verizon,Telecommunications,100000-119999,AI,Machine Learning,R,SQL,Java,Natural Language Processing,Telecommunication,Python,Continuous Improvement,,,,,
Job587,Columbus,21401,AI Scientist/Statistician/Predictive Modeler,https://www.indeed.com/rc/clk?jk=31323d9202b0d24e&fccid=b9a42c510078fe6e&vjs=3,artificial_intelligence,4.5,Masters Degree,DataLab USA,Consulting and Business Services,100000-119999,Database Marketing,Data Mining,Marketing,R,SAS,SQL,,,,,,,,
Job588,Charleston,60657,Staff AI Scientist,https://www.indeed.com/rc/clk?jk=5dd445d5faf16a2b&fccid=c5c99ec01e2125aa&vjs=3,artificial_intelligence,4,PHD/Doctorate Degree,GE Careers,Industrial Manufacturing,100000-119999,Machine Learning,SDLC,R,Eclipse,SAS,SQL,Predictive Analytics,Spark,SaaS,SPSS,Unit Testing,Python,,
Job589,Washington DC,21401,AI Scientist III - United States,https://www.indeed.com/rc/clk?jk=808aeb597c3ae2cd&fccid=f37511fc55a3e95b&vjs=3,artificial_intelligence,3.1,Associates Degree,Forcepoint,Software Development,100000-119999,Data Mining,Machine Learning,R,SQL,Java,SSL,Natural Language Processing,Spark,DNS,Python,TCP/IP,TCP,,
Job590,Washington DC,30301,AI Scientist Manager,https://www.indeed.com/rc/clk?jk=4f5fcefec438aa23&fccid=f7029f63fe5c906e&vjs=3,artificial_intelligence,3.9,PHD/Doctorate Degree,Verizon,Telecommunications,100000-119999,Hive,Data Mining,Microsoft SQL Server,Machine Learning,Hadoop,R,IT Experience,SQL,Teradata,Tableau,Big Data,Accounting,Data Warehouse,Business Analysis
Job591,Honolulu,21401,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=f0cf0b8a42c107ab&fccid=06c2388fc3e54c23&vjs=3,artificial_intelligence,3.5,Masters Degree,NORC at the University of Chicago,Organization,100000-119999,Hive,Data Mining,Machine Learning,Technical Writing,Hadoop,R,SAS,SQL,MongoDB,Spark,Python,,,
Job592,San Francisco,94115,Marketing AI Scientist,https://www.indeed.com/rc/clk?jk=5a2acbd5e646b9aa&fccid=83e76295c6233db5&vjs=3,artificial_intelligence,3.4,Associates Degree,Drybar,Consumer Goods and Services,100000-119999,Customer Segmentation,Time Management,Machine Learning,Conversion Optimization,Marketing,R,Marketing Mix Modeling,Digital Marketing,SAS,Microsoft Office,SQL,Python,Attribution Modeling,
Job593,Dallas,80014,LEAD AI SCIENTIST,https://www.indeed.com/rc/clk?jk=b9b95c0ecec91ecf&fccid=9bdf8e3a2f3d19e4&vjs=3,artificial_intelligence,3.5,Masters Degree,CenturyLink,Telecommunications,100000-119999,Data Mining,Machine Learning,R,Scala,Perl,CI/CD,C/C++,Java,Data Analysis,Python,,,,
Job594,Dallas,98101,AI Scientist,https://www.indeed.com/rc/clk?jk=c644f4be8ec88349&fccid=e4af9ca5b6d3a604&vjs=3,artificial_intelligence,4,Masters Degree,Philips,Health Care,100000-119999,TensorFlow,Machine Learning,C/C++,SQL,Natural Language Processing,C#,Software Development,Network,Hadoop,SDLC,Image Processing,.Net,Java,MongoDB
Job595,Seattle,37011,Deloitte Global- AI Scientist,https://www.indeed.com/rc/clk?jk=8467d3981abd1ab5&fccid=9e215d88a6b33622&vjs=3,artificial_intelligence,4,Associates Degree,Deloitte,Consulting and Business Services,100000-119999,Machine Learning,Power BI,R,SQL,Tableau,Natural Language Processing,SharePoint,Python,,,,,,
Job596,Boston,23173,Principal AI Scientist,https://www.indeed.com/rc/clk?jk=89b660a5ab8e44d8&fccid=1f295927bec6a974&vjs=3,artificial_intelligence,3.6,PHD/Doctorate Degree,Alion Science and Technology,Internet and Software,100000-119999,Data Mining,Machine Learning,Statisical Analysis,,,,,,,,,,,
Job597,Columbus,60506,Operational Excellence AI Scientist Consultant,https://www.indeed.com/rc/clk?jk=59967f20f4b86259&fccid=0e98201756dba0a1&vjs=3,artificial_intelligence,3.7,Masters Degree,Regions Bank,Banks and Financial Services,100000-119999,AI,Time Management,Machine Learning,Hadoop,Power BI,R,SAS,Tableau,Spark,Docker,Python,,,
Job598,Richmond,02101,Oncology AI Scientist,https://www.indeed.com/rc/clk?jk=ecb8398eaccbf3bb&fccid=c35194d01a9e2595&vjs=3,artificial_intelligence,4.1,Associates Degree,Novartis,Pharmaceuticals,100000-119999,TensorFlow,AI,Data Mining,Machine Learning,Image Processing,Medical Imaging,Python,,,,,,,
Job599,Dallas,60657,AI Scientist,https://www.indeed.com/rc/clk?jk=364f255d7b5149d9&fccid=6f49e88f14c18b75&vjs=3,artificial_intelligence,4,PHD/Doctorate Degree,Mars,Food and Beverages,100000-119999,AI,Hive,Data Mining,Hadoop,Power BI,Scala,R,Kafka,Azure,SAP,SAS,SQL,Tableau,Spark
Job600,Columbus,19019,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=5802a18a5ca66107&fccid=5f1f0e6dcc6cbc83&vjs=3,artificial_intelligence,3.7,Masters Degree,Humana,Health Care,100000-119999,Data Mining,SPSS,SAS,Python,SQL,,,,,,,,,
Job601,New York City,60657,Sr AI Scientist,https://www.indeed.com/rc/clk?jk=96db7b4c8d84be88&fccid=905dc9bf3b9cfe58&vjs=3,artificial_intelligence,3.7,Bachelors Degree,ConAgra Foods,Consumer Goods and Services,100000-119999,AI,Data Mining,Machine Learning,Microsoft Powerpoint,R,SAS,SQL,Microsoft Office,Excel,Tableau,Data Warehouse,Python,Data Science,Retail Link
Job603,Detroit,21401,AI Scientist/AIbase Architect,https://www.indeed.com/rc/clk?jk=e89ca4e545fe19c7&fccid=578fa8376f4eec04&vjs=3,artificial_intelligence,4,Masters Degree,ManTech International Corporation,Aerospace and Defense,100000-119999,Data Mining,Microsoft SQL Server,Time Management,Oracle,,,,,,,,,,
Job605,Omaha,02101,AI Scientist,https://www.indeed.com/rc/clk?jk=ddefa6431286cc5f&fccid=0fc0821efa996180&vjs=3,artificial_intelligence,4.3,Masters Degree,Analysis Group,Software Development,100000-119999,Linux,R,SAS,C/C++,Natural Language Processing,Python,OOP,AWS,,,,,,
Job606,Washington DC,10001,Research AI Scientist,https://www.indeed.com/rc/clk?jk=b35c3f465a2371bc&fccid=537b899e30af3338&vjs=3,artificial_intelligence,4.1,PHD/Doctorate Degree,RBC,Banks and Financial Services,100000-119999,Pig,Linux,AI,Hive,Machine Learning,Hadoop,R,SQL,Java,Big Data,Spark,Design Experience,NoSQL,Shell Scripting
Job608,Orlando,08601,AI Scientist - Client Strategy Office,https://www.indeed.com/rc/clk?jk=87217a4880e72b26&fccid=1c76c3a36f6c7557&vjs=3,artificial_intelligence,3.9,PHD/Doctorate Degree,UBS,Banks and Financial Services,100000-119999,Marketing,SAS,Tableau,,,,,,,,,,,
Job609,Minneapolis,29401,Fidelity Labs AI Scientist,https://www.indeed.com/rc/clk?jk=3ea900818ea4ce8a&fccid=deb234f9dd3edcea&vjs=3,artificial_intelligence,4.1,PHD/Doctorate Degree,Fidelity Investments,Banks and Financial Services,100000-119999,Salesforce Marketing Cloud,Data Management,Marketing,R,SAS,Lean,Omniture,SQL,Tableau,Big Data,QlikView,Python,,
Job610,Philadelphia,80014,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=c44f5b9da6b10d28&fccid=915b1c0ee87e5e8a&vjs=3,artificial_intelligence,3.8,PHD/Doctorate Degree,Pearson,Education and Schools,100000-119999,TensorFlow,Natural Language Processing,AI,Machine Learning,Design Experience,Image Processing,Python,C/C++,,,,,,
Job611,Richmond,73301,Services AI Scientist,https://www.indeed.com/rc/clk?jk=c6dcdec17ea1b15d&fccid=163c11f34750a7cd&vjs=3,artificial_intelligence,4.2,PHD/Doctorate Degree,Agilent,Health Care,100000-119999,JavaScript,ERP Systems,Machine Learning,R,SAP,Azure,Oracle,SQL,Tableau,Data Warehouse,Python,AWS,,
Job612,Denver,80014,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=0b07569308ec67af&fccid=9bdf8e3a2f3d19e4&vjs=3,artificial_intelligence,3.5,PHD/Doctorate Degree,CenturyLink,Telecommunications,100000-119999,Data Mining,Machine Learning,R,Scala,Perl,CI/CD,C/C++,Java,Data Analysis,Python,,,,
Job613,San Francisco,60657,Sr AI Scientist,https://www.indeed.com/rc/clk?jk=9c2bde4499d6a427&fccid=905dc9bf3b9cfe58&vjs=3,artificial_intelligence,3.7,PHD/Doctorate Degree,Conagra Brands,Consumer Goods and Services,100000-119999,AI,Data Mining,Machine Learning,Microsoft Powerpoint,R,SAS,SQL,Microsoft Office,Excel,Tableau,Data Warehouse,Python,Data Science,Retail Link
Job614,Charleston,43004,AI Scientist II,https://www.indeed.com/rc/clk?jk=d8a1cc51cb5fe201&fccid=14c7574fca6ec22a&vjs=3,artificial_intelligence,4,Masters Degree,MetroHealth,Health Care,100000-119999,SPSS,Power BI,R,SAS,Python,Tableau,,,,,,,,
Job616,Charleston,98101,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=9229c4204c447010&fccid=734cb5a01ee60f80&vjs=3,artificial_intelligence,4.2,Bachelors Degree,Microsoft,Internet and Software,100000-119999,Big Data,Spark,Hadoop,,,,,,,,,,,
Job618,Charleston,60657,Senior AI Scientist (Marketing),https://www.indeed.com/rc/clk?jk=073064cfb7297421&fccid=5d594c657a2518b4&vjs=3,artificial_intelligence,3.8,PHD/Doctorate Degree,Vivid Seats,Software Development,100000-119999,R,SAS,Python,SQL,,,,,,,,,,
Job619,Charleston,89109,Staff AI Scientist,https://www.indeed.com/rc/clk?jk=fc3d452940d5089a&fccid=c5c99ec01e2125aa&vjs=3,artificial_intelligence,4,Bachelors Degree,GE Careers,Industrial Manufacturing,100000-119999,Machine Learning,Scripting,R,Weka,C/C++,SQL,MATLAB,Python,,,,,,
Job620,Topeka,19019,AI Scientist - (Geospacial),https://www.indeed.com/rc/clk?jk=b6df771ed7fe1fa9&fccid=05de1bb29b7bb370&vjs=3,artificial_intelligence,3.2,Masters Degree,Highmark Health,Health Care,100000-119999,Statistical Software,AI,Machine Learning,R,SAS,Natural Language Processing,SPSS,Business Analysis,GIS,Python,,,,
Job621,Boise,06101,Clinical AI Scientist (Manager),https://www.indeed.com/rc/clk?jk=59189b1eed7b0746&fccid=5e118f74384e090a&vjs=3,artificial_intelligence,4.2,Associates Degree,Pfizer Inc.,Health Care,100000-119999,Data Management,Clinical Research,Oracle,CDISC Standards,Clinical Trials,Microsoft Office,,,,,,,,
Job622,Seattle,94115,Software Developer (AI Scientist II),https://www.indeed.com/rc/clk?jk=6925e33e2187b322&fccid=37b3a5500c2d9636&vjs=3,artificial_intelligence,3.7,Associates Degree,Bio-Rad,Industrial Manufacturing,100000-119999,JavaScript,Test Automation,SDLC,Azure,Java,React,Angular,Software Development,REST,Python,AWS,,,
Job623,Salt Lake City,19019,AI Scientist,https://www.indeed.com/rc/clk?jk=0de95cb83d1ebfec&fccid=b1330bfa6e5aae73&vjs=3,artificial_intelligence,3.7,Masters Degree,PNC,Banks and Financial Services,100000-119999,Hive,Data Mining,Machine Learning,Hadoop,Scala,R,Tableau,Spark,Python,Military Experience,RMF,,,
Job624,Madison,53558,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=c9ebd6b21e6c97ed&fccid=f2cbb7715eae48aa&vjs=3,artificial_intelligence,3.9,Masters Degree,Northwestern Mutual,Banks and Financial Services,100000-119999,Pig,Hive,Ruby,Machine Learning,Project Management,R,SAS,C/C++,SQL,Java,Spark,Python,,
Job625,Chicago,10001,AI Scientist/ Senior AI Scientist,https://www.indeed.com/rc/clk?jk=be52a18d199112e0&fccid=b909eaba32633189&vjs=3,artificial_intelligence,3,PHD/Doctorate Degree,Dotdash,Software Development,100000-119999,NoSQL,Python,SQL,Elasticsearch,,,,,,,,,,
Job627,Denver,43004,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=a4548440c6f30f35&fccid=2da0dedf6df97194&vjs=3,artificial_intelligence,4.2,PHD/Doctorate Degree,Procter & Gamble,Consumer Goods and Services,100000-119999,TensorFlow,Linux,AI,Hadoop,R,Scala,C/C++,SQL,Tableau,Java,Spark,Python,,
Job628,Indianapolis,83711,AI Scientist,https://www.indeed.com/rc/clk?jk=a6e7f02eba831e06&fccid=3f61bc8078294334&vjs=3,artificial_intelligence,3.3,Associates Degree,Formativ Health,Software Development,100000-119999,Microsoft SQL Server,Machine Learning,Hadoop,Power BI,Project Management,R,Tableau,Big Data,Natural Language Processing,Spark,Python,AWS,,
